2017-11-05,27
2017-11-09,0
2017-11-10,0
2017-11-11,3
2017-11-12,2
2017-11-14,8
2017-11-16,0
2017-11-17,0
2017-11-18,0
2017-11-24,2
2017-11-30,1
2017-12-02,0
2017-12-03,1
2017-12-04,2
2017-12-06,0
2017-12-09,0
2017-12-12,0
2017-12-13,1
2017-12-15,0
2017-12-16,0
2017-12-21,1
2017-12-23,1
2017-12-24,1
2017-12-26,0
2017-12-27,2
2017-12-31,6
2018-01-01,1
2018-01-04,1
2018-01-05,0
2018-01-07,1
2018-01-11,2
2018-01-12,3
2018-01-14,1
2018-01-15,0
2018-01-16,1
2018-01-17,1
2018-01-21,0
2018-01-23,2
2018-01-25,0
2018-01-27,0
2018-01-28,11
2018-01-31,0
2018-02-03,1
2018-02-05,2
2018-02-07,3
2018-02-10,5
2018-02-11,4
2018-02-13,2
2018-02-14,17
