datetime,nkill
01/01/18,1
01/04/18,1
01/05/18,0
01/07/18,1
01/11/18,2
01/12/18,3
01/14/18,1
01/15/18,0
01/16/18,1
01/17/18,1
01/21/18,0
01/23/18,2
01/25/18,0
01/27/18,0
01/28/18,11
01/31/18,0
02/03/18,1
02/05/18,2
02/07/18,3
02/10/18,5
02/11/18,4
02/13/18,2
02/14/18,17
