storm_name,date,hour,mph
OTIS,20051002,1800,45
OTIS,20051003,0000,45
OTIS,20051003,0600,40
OTIS,20051003,1200,30
OTIS,20051003,1800,25
OTIS,20051004,0000,25
OTIS,20051004,0600,20
OTIS,20051004,1200,20
OTIS,20051004,1800,20
OTIS,20051005,0000,20
OTIS,20051005,0600,20
OTIS,20051005,1200,20
SIXTEEN,20051015,0000,30
SIXTEEN,20051015,0600,30
SIXTEEN,20051015,1200,30
SIXTEEN,20051015,1800,30
SIXTEEN,20051016,0000,30
SIXTEEN,20051016,0600,30
SIXTEEN,20051016,1200,30
SIXTEEN,20051016,1800,30
SIXTEEN,20051017,0000,30
SIXTEEN,20051017,0600,30
SIXTEEN,20051017,1200,30
SIXTEEN,20051017,1800,30
SIXTEEN,20051018,0000,25
SIXTEEN,20051018,0600,25
SIXTEEN,20051018,1200,25
SIXTEEN,20051018,1800,25
SIXTEEN,20051019,0000,25
SIXTEEN,20051019,0600,25
SIXTEEN,20051019,1200,30
SIXTEEN,20051019,1800,30
SIXTEEN,20051020,0000,30
SIXTEEN,20051020,0600,30
SIXTEEN,20051020,1200,30
SIXTEEN,20051020,1800,25
SIXTEEN,20051021,0000,25
SIXTEEN,20051021,0600,20
